id,nom_voie,id_fantoir,numero,rep,code_insee,code_post,alias,nom_ld,x,y,commune,fant_voie,fant_ld,lat,lon
ADRNIVX_0000000270787268,Rue Chevreul,2002,9,"",75111,75011,"","",655374,6861265.5,Paris 11e Arrondissement,75111_2002K,,48.849885,2.391871
ADRNIVX_0000000270776607,Rue du Commandant Lamy,2231,1,BIS,75111,75011,"","",654082.3,6861921,Paris 11e Arrondissement,75111_2231J,,48.855689,2.374199
ADRNIVX_0000000270776606,Rue du Commandant Lamy,2231,1,"",75111,75011,"","",654090.7,6861906.6,Paris 11e Arrondissement,75111_2231J,,48.855561,2.374315
ADRNIVX_0000000270774867,Rue du Commandant Lamy,2231,10,"",75111,75011,"","",654053.5,6861983.7,Paris 11e Arrondissement,75111_2231J,,48.856251,2.373800
ADRNIVX_0000000270776608,Rue du Commandant Lamy,2231,2,"",75111,75011,"","",654094.5,6861921.7,Paris 11e Arrondissement,75111_2231J,,48.855697,2.374365
ADRNIVX_0000000270775735,Rue du Commandant Lamy,2231,3,"",75111,75011,"","",654073.8,6861935.4,Paris 11e Arrondissement,75111_2231J,,48.855818,2.374081
ADRNIVX_0000000270775736,Rue du Commandant Lamy,2231,4,"",75111,75011,"","",654089.7,6861925.8,Paris 11e Arrondissement,75111_2231J,,48.855733,2.374299
ADRNIVX_0000000270775739,Rue du Commandant Lamy,2231,5,"",75111,75011,"","",654056.7,6861955.3,Paris 11e Arrondissement,75111_2231J,,48.855996,2.373846
ADRNIVX_0000000270775737,Rue du Commandant Lamy,2231,6,"",75111,75011,"","",654073.6,6861955.6,Paris 11e Arrondissement,75111_2231J,,48.856000,2.374076
ADRNIVX_0000000270775740,Rue du Commandant Lamy,2231,7,"",75111,75011,"","",654045.7,6861970.7,Paris 11e Arrondissement,75111_2231J,,48.856134,2.373695
ADRNIVX_0000000270775738,Rue du Commandant Lamy,2231,8,"",75111,75011,"","",654063.3,6861970,Paris 11e Arrondissement,75111_2231J,,48.856129,2.373935
ADRNIVX_0000000270774866,Rue du Commandant Lamy,2231,9,"",75111,75011,"","",654031.5,6861995.8,Paris 11e Arrondissement,75111_2231J,,48.856359,2.373498
ADRNIVX_0000000270762084,Rue Condillac,2264,3,"",75111,75011,"","",654766.6,6862833.8,Paris 11e Arrondissement,75111_2264V,,48.863947,2.383427
ADRNIVX_0000000270761306,Rue Condillac,2264,5,"",75111,75011,"","",654782.7,6862875.1,Paris 11e Arrondissement,75111_2264V,,48.864319,2.383642
ADRNIVX_0000000270778349,Cité du Couvent,2414,10,"",75111,75011,"","",654789.9,6861825.6,Paris 11e Arrondissement,75111_2414H,,48.854882,2.383852
ADRNIVX_0000000270778347,Cité du Couvent,2414,2,"",75111,75011,"","",654807.1,6861782.1,Paris 11e Arrondissement,75111_2414H,,48.854492,2.384091
ADRNIVX_0000000270778348,Cité du Couvent,2414,4,"",75111,75011,"","",654796.4,6861808.7,Paris 11e Arrondissement,75111_2414H,,48.854730,2.383943
ADRNIVX_0000000270777504,Cité du Couvent,2414,8,"",75111,75011,"","",654789,6861826.6,Paris 11e Arrondissement,75111_2414H,,48.854891,2.383840
ADRNIVX_0000000311435900,Rue Crespin du Gast,2434,1,"",75111,75011,"","",654626.1,6863116.9,Paris 11e Arrondissement,75111_2434E,,48.866483,2.381482
ADRNIVX_0000000270758615,Rue Crespin du Gast,2434,10,"",75111,75011,"","",654647.7,6863037.5,Paris 11e Arrondissement,75111_2434E,,48.865770,2.381785
ADRNIVX_0000000270758616,Rue Crespin du Gast,2434,11,"",75111,75011,"","",654658.9,6863046.7,Paris 11e Arrondissement,75111_2434E,,48.865854,2.381937
ADRNIVX_0000000270758617,Rue Crespin du Gast,2434,12,"",75111,75011,"","",654656.3,6863019.1,Paris 11e Arrondissement,75111_2434E,,48.865605,2.381904
ADRNIVX_0000000270758611,Rue Crespin du Gast,2434,13,"",75111,75011,"","",654675.8,6863010.4,Paris 11e Arrondissement,75111_2434E,,48.865528,2.382171
ADRNIVX_0000000270758618,Rue Crespin du Gast,2434,14,"",75111,75011,"","",654664.9,6863000.6,Paris 11e Arrondissement,75111_2434E,,48.865439,2.382023
ADRNIVX_0000000270759562,Rue Crespin du Gast,2434,15,"",75111,75011,"","",654692.8,6862985.1,Paris 11e Arrondissement,75111_2434E,,48.865302,2.382405
ADRNIVX_0000000270759569,Rue Crespin du Gast,2434,16,"",75111,75011,"","",654671,6862988.2,Paris 11e Arrondissement,75111_2434E,,48.865328,2.382108
ADRNIVX_0000000270759563,Rue Crespin du Gast,2434,18,"",75111,75011,"","",654677.1,6862983.6,Paris 11e Arrondissement,75111_2434E,,48.865287,2.382192
ADRNIVX_0000000270756631,Rue Crespin du Gast,2434,2,"",75111,75011,"","",654617.2,6863103.1,Paris 11e Arrondissement,75111_2434E,,48.866358,2.381362
ADRNIVX_0000000270759564,Rue Crespin du Gast,2434,20,"",75111,75011,"","",654682.9,6862979.3,Paris 11e Arrondissement,75111_2434E,,48.865249,2.382271
ADRNIVX_0000000270759565,Rue Crespin du Gast,2434,22,"",75111,75011,"","",654701.7,6862963.8,Paris 11e Arrondissement,75111_2434E,,48.865111,2.382529
ADRNIVX_0000000358954604,Rue Crespin du Gast,2434,3,"",75111,75011,"","",654633.5,6863101,Paris 11e Arrondissement,75111_2434E,,48.866340,2.381585
ADRNIVX_0000000270757616,Rue Crespin du Gast,2434,4,"",75111,75011,"","",654624.4,6863087.9,Paris 11e Arrondissement,75111_2434E,,48.866222,2.381462
ADRNIVX_0000000270757617,Rue Crespin du Gast,2434,5,"",75111,75011,"","",654639.4,6863088.5,Paris 11e Arrondissement,75111_2434E,,48.866228,2.381666
ADRNIVX_0000000270757618,Rue Crespin du Gast,2434,6,"",75111,75011,"","",654629.7,6863076.1,Paris 11e Arrondissement,75111_2434E,,48.866116,2.381536
ADRNIVX_0000000270757619,Rue Crespin du Gast,2434,7,"",75111,75011,"","",654647,6863072,Paris 11e Arrondissement,75111_2434E,,48.866080,2.381772
ADRNIVX_0000000270757620,Rue Crespin du Gast,2434,8,"",75111,75011,"","",654639.5,6863055.1,Paris 11e Arrondissement,75111_2434E,,48.865928,2.381671
ADRNIVX_0000000270757621,Rue Crespin du Gast,2434,9,"",75111,75011,"","",654654.2,6863056.7,Paris 11e Arrondissement,75111_2434E,,48.865943,2.381872
ADRNIVX_0000000270773010,Rue de la Croix Faubin,2455,1,"",75111,75011,"","",654953.6,6862115.7,Paris 11e Arrondissement,75111_2455C,,48.857502,2.386052
ADRNIVX_0000000312904555,Rue de la Croix Faubin,2455,10,"",75111,75011,"","",654927.6,6862220.3,Paris 11e Arrondissement,75111_2455C,,48.858441,2.385687
ADRNIVX_0000000270771255,Rue de la Croix Faubin,2455,10,"",75111,75011,"","",654927.6,6862220.3,Paris 11e Arrondissement,75111_2455C,,48.858441,2.385687
ADRNIVX_0000000312904556,Rue de la Croix Faubin,2455,10,"",75111,75011,"","",654927.6,6862220.3,Paris 11e Arrondissement,75111_2455C,,48.858441,2.385687
ADRNIVX_0000000270771256,Rue de la Croix Faubin,2455,11,"",75111,75011,"","",654909,6862229.5,Paris 11e Arrondissement,75111_2455C,,48.858522,2.385432
ADRNIVX_0000000270770353,Rue de la Croix Faubin,2455,12,"",75111,75011,"","",654920.4,6862238.7,Paris 11e Arrondissement,75111_2455C,,48.858606,2.385587
ADRNIVX_0000000270770354,Rue de la Croix Faubin,2455,13,"",75111,75011,"","",654904.7,6862239.1,Paris 11e Arrondissement,75111_2455C,,48.858608,2.385373
ADRNIVX_0000000270770355,Rue de la Croix Faubin,2455,14,"",75111,75011,"","",654914.5,6862253.8,Paris 11e Arrondissement,75111_2455C,,48.858741,2.385505
ADRNIVX_0000000270770356,Rue de la Croix Faubin,2455,16,"",75111,75011,"","",654904.5,6862270.5,Paris 11e Arrondissement,75111_2455C,,48.858891,2.385367
ADRNIVX_0000000270773011,Rue de la Croix Faubin,2455,2,"",75111,75011,"","",654966.5,6862121.1,Paris 11e Arrondissement,75111_2455C,,48.857551,2.386228
ADRNIVX_0000000270772191,Rue de la Croix Faubin,2455,3,"",75111,75011,"","",654945.5,6862136.4,Paris 11e Arrondissement,75111_2455C,,48.857688,2.385940
ADRNIVX_0000000270772192,Rue de la Croix Faubin,2455,4,"",75111,75011,"","",654958.4,6862141.6,Paris 11e Arrondissement,75111_2455C,,48.857735,2.386115
ADRNIVX_0000000270772193,Rue de la Croix Faubin,2455,5,"",75111,75011,"","",654935.4,6862167.2,Paris 11e Arrondissement,75111_2455C,,48.857964,2.385799
ADRNIVX_0000000270771253,Rue de la Croix Faubin,2455,7,"",75111,75011,"","",654925.1,6862188.4,Paris 11e Arrondissement,75111_2455C,,48.858154,2.385656
ADRNIVX_0000000270771254,Rue de la Croix Faubin,2455,9,"",75111,75011,"","",654914.6,6862215.3,Paris 11e Arrondissement,75111_2455C,,48.858395,2.385510
ADRNIVX_0000000270762200,Rue de Crussol,2475,1,"",75111,75011,"","",653534,6862833.6,Paris 11e Arrondissement,75111_2475Z,,48.863857,2.366627
ADRNIVX_0000000270761426,Rue de Crussol,2475,10,"",75111,75011,"","",653615.3,6862851.8,Paris 11e Arrondissement,75111_2475Z,,48.864027,2.367733
ADRNIVX_0000000270761428,Rue de Crussol,2475,11,A,75111,75011,"","",653619.2,6862864.3,Paris 11e Arrondissement,75111_2475Z,,48.864139,2.367785
ADRNIVX_0000000270761427,Rue de Crussol,2475,11,"",75111,75011,"","",653619.4,6862866.1,Paris 11e Arrondissement,75111_2475Z,,48.864156,2.367787
ADRNIVX_0000000270761429,Rue de Crussol,2475,12,"",75111,75011,"","",653630.9,6862857.9,Paris 11e Arrondissement,75111_2475Z,,48.864083,2.367945
ADRNIVX_0000000270761430,Rue de Crussol,2475,13,"",75111,75011,"","",653631.7,6862870.9,Paris 11e Arrondissement,75111_2475Z,,48.864200,2.367954
ADRNIVX_0000000270761431,Rue de Crussol,2475,14,"",75111,75011,"","",653644.6,6862863.3,Paris 11e Arrondissement,75111_2475Z,,48.864132,2.368131
ADRNIVX_0000000270761432,Rue de Crussol,2475,15,"",75111,75011,"","",653645.8,6862876.5,Paris 11e Arrondissement,75111_2475Z,,48.864251,2.368146
ADRNIVX_0000000270761416,Rue de Crussol,2475,16,"",75111,75011,"","",653658,6862868.5,Paris 11e Arrondissement,75111_2475Z,,48.864180,2.368313
ADRNIVX_0000000270761417,Rue de Crussol,2475,17,"",75111,75011,"","",653659.1,6862881.7,Paris 11e Arrondissement,75111_2475Z,,48.864299,2.368327
ADRNIVX_0000000270761418,Rue de Crussol,2475,18,"",75111,75011,"","",653677.7,6862878.3,Paris 11e Arrondissement,75111_2475Z,,48.864269,2.368580
ADRNIVX_0000000270760544,Rue de Crussol,2475,19,"",75111,75011,"","",653668.9,6862885.5,Paris 11e Arrondissement,75111_2475Z,,48.864334,2.368460
ADRNIVX_0000000270762201,Rue de Crussol,2475,2,"",75111,75011,"","",653543.4,6862822.4,Paris 11e Arrondissement,75111_2475Z,,48.863757,2.366756
ADRNIVX_0000000270761419,Rue de Crussol,2475,20,"",75111,75011,"","",653698.5,6862887.3,Paris 11e Arrondissement,75111_2475Z,,48.864352,2.368863
ADRNIVX_0000000270760530,Rue de Crussol,2475,24,"",75111,75011,"","",653752.6,6862909,Paris 11e Arrondissement,75111_2475Z,,48.864551,2.369598
ADRNIVX_0000000270760531,Rue de Crussol,2475,26,"",75111,75011,"","",653765.8,6862911,Paris 11e Arrondissement,75111_2475Z,,48.864570,2.369778
ADRNIVX_0000000270762194,Rue de Crussol,2475,3,"",75111,75011,"","",653564.3,6862842.1,Paris 11e Arrondissement,75111_2475Z,,48.863936,2.367039
ADRNIVX_0000000270760538,Rue de Crussol,2475,31,"",75111,75011,"","",653750.7,6862916.9,Paris 11e Arrondissement,75111_2475Z,,48.864622,2.369571
ADRNIVX_0000000270760532,Rue de Crussol,2475,33,"",75111,75011,"","",653759.7,6862921.3,Paris 11e Arrondissement,75111_2475Z,,48.864662,2.369693
ADRNIVX_0000000270760533,Rue de Crussol,2475,35,"",75111,75011,"","",653770.4,6862925.1,Paris 11e Arrondissement,75111_2475Z,,48.864697,2.369839
ADRNIVX_0000000270762195,Rue de Crussol,2475,4,"",75111,75011,"","",653570.9,6862834.3,Paris 11e Arrondissement,75111_2475Z,,48.863866,2.367130
ADRNIVX_0000000270761435,Rue de Crussol,2475,5,"",75111,75011,"","",653577.2,6862849.4,Paris 11e Arrondissement,75111_2475Z,,48.864002,2.367214
ADRNIVX_0000000270762196,Rue de Crussol,2475,6,"",75111,75011,"","",653582.3,6862839.7,Paris 11e Arrondissement,75111_2475Z,,48.863915,2.367284
ADRNIVX_0000000270761436,Rue de Crussol,2475,7,"",75111,75011,"","",653597.6,6862857.5,Paris 11e Arrondissement,75111_2475Z,,48.864077,2.367491
ADRNIVX_0000000270762197,Rue de Crussol,2475,8,"",75111,75011,"","",653596.2,6862844.3,Paris 11e Arrondissement,75111_2475Z,,48.863958,2.367473
ADRNIVX_0000000270761425,Rue de Crussol,2475,9,"",75111,75011,"","",653609.5,6862862.2,Paris 11e Arrondissement,75111_2475Z,,48.864120,2.367653
ADRNIVX_0000000270784717,Rue du Dahomey,2515,1,"",75111,75011,"","",654664.4,6861420.1,Paris 11e Arrondissement,75111_2515T,,48.851226,2.382185
ADRNIVX_0000000270785492,Rue du Dahomey,2515,10,"",75111,75011,"","",654727.1,6861407.7,Paris 11e Arrondissement,75111_2515T,,48.851119,2.383041
ADRNIVX_0000000270785493,Rue du Dahomey,2515,12,"",75111,75011,"","",654747.6,6861409.7,Paris 11e Arrondissement,75111_2515T,,48.851138,2.383320
ADRNIVX_0000000270785494,Rue du Dahomey,2515,14,"",75111,75011,"","",654756.8,6861407.5,Paris 11e Arrondissement,75111_2515T,,48.851119,2.383446
ADRNIVX_0000000270785487,Rue du Dahomey,2515,16,"",75111,75011,"","",654777.5,6861407.3,Paris 11e Arrondissement,75111_2515T,,48.851119,2.383728
ADRNIVX_0000000270785498,Rue du Dahomey,2515,2,"",75111,75011,"","",654629.1,6861410.5,Paris 11e Arrondissement,75111_2515T,,48.851137,2.381705
ADRNIVX_0000000270784713,Rue du Dahomey,2515,3,"",75111,75011,"","",654690.5,6861419.9,Paris 11e Arrondissement,75111_2515T,,48.851226,2.382541
ADRNIVX_0000000270784714,Rue du Dahomey,2515,3,BIS,75111,75011,"","",654706.1,6861418.7,Paris 11e Arrondissement,75111_2515T,,48.851216,2.382754
ADRNIVX_0000000270785499,Rue du Dahomey,2515,4,"",75111,75011,"","",654668.5,6861407.6,Paris 11e Arrondissement,75111_2515T,,48.851114,2.382242
ADRNIVX_0000000270785495,Rue du Dahomey,2515,4,BIS,75111,75011,"","",654679.3,6861407.6,Paris 11e Arrondissement,75111_2515T,,48.851115,2.382390
ADRNIVX_0000000270784716,Rue du Dahomey,2515,5,BIS,75111,75011,"","",654724.9,6861419.8,Paris 11e Arrondissement,75111_2515T,,48.851228,2.383010
ADRNIVX_0000000270784715,Rue du Dahomey,2515,5,"",75111,75011,"","",654714.2,6861419.7,Paris 11e Arrondissement,75111_2515T,,48.851226,2.382864
ADRNIVX_0000000270785496,Rue du Dahomey,2515,6,"",75111,75011,"","",654691.4,6861407.9,Paris 11e Arrondissement,75111_2515T,,48.851118,2.382554
ADRNIVX_0000000270784710,Rue du Dahomey,2515,7,"",75111,75011,"","",654739.1,6861419.6,Paris 11e Arrondissement,75111_2515T,,48.851227,2.383203
ADRNIVX_0000000270785497,Rue du Dahomey,2515,8,"",75111,75011,"","",654706.2,6861407.8,Paris 11e Arrondissement,75111_2515T,,48.851118,2.382756
ADRNIVX_0000000270784704,Rue du Dahomey,2515,9,"",75111,75011,"","",654790.6,6861418.7,Paris 11e Arrondissement,75111_2515T,,48.851222,2.383905
ADRNIVX_0000000270751685,Rue Darboy,2563,1,"",75111,75011,"","",653941.6,6863369.5,Paris 11e Arrondissement,75111_2563V,,48.868706,2.372124
ADRNIVX_0000000270750649,Rue Darboy,2563,11,"",75111,75011,"","",654058,6863449.1,Paris 11e Arrondissement,75111_2563V,,48.869430,2.373702
ADRNIVX_0000000270751680,Rue Darboy,2563,3,"",75111,75011,"","",653964.9,6863386.7,Paris 11e Arrondissement,75111_2563V,,48.868862,2.372440
ADRNIVX_0000000270751670,Rue Darboy,2563,4,"",75111,75011,"","",654019.4,6863406.7,Paris 11e Arrondissement,75111_2563V,,48.869046,2.373181
ADRNIVX_0000000270751682,Rue Darboy,2563,5,"",75111,75011,"","",653994,6863404.6,Paris 11e Arrondissement,75111_2563V,,48.869025,2.372835
ADRNIVX_0000000270750658,Rue Darboy,2563,7,"",75111,75011,"","",654014,6863419.1,Paris 11e Arrondissement,75111_2563V,,48.869157,2.373106
ADRNIVX_0000000270777614,Rue Daval,2599,10,"",75111,75011,"","",653802.2,6861851.9,Paris 11e Arrondissement,75111_2599J,,48.855048,2.370389
ADRNIVX_0000000270777607,Rue Daval,2599,11,"",75111,75011,"","",653811.5,6861859.3,Paris 11e Arrondissement,75111_2599J,,48.855115,2.370515
ADRNIVX_0000000270777608,Rue Daval,2599,12,"",75111,75011,"","",653820.9,6861832.4,Paris 11e Arrondissement,75111_2599J,,48.854874,2.370646
ADRNIVX_0000000270777609,Rue Daval,2599,13,"",75111,75011,"","",653823.5,6861845.5,Paris 11e Arrondissement,75111_2599J,,48.854992,2.370680
ADRNIVX_0000000270777610,Rue Daval,2599,14,"",75111,75011,"","",653832.7,6861818.7,Paris 11e Arrondissement,75111_2599J,,48.854752,2.370808
ADRNIVX_0000000270777611,Rue Daval,2599,15,"",75111,75011,"","",653832.6,6861835.1,Paris 11e Arrondissement,75111_2599J,,48.854899,2.370805
ADRNIVX_0000000312907511,Rue Daval,2599,16,"",75111,75011,"","",653836.9,6861812.4,Paris 11e Arrondissement,75111_2599J,,48.854695,2.370866
ADRNIVX_0000000312906870,Rue Daval,2599,16,"",75111,75011,"","",653836.9,6861812.4,Paris 11e Arrondissement,75111_2599J,,48.854695,2.370866
ADRNIVX_0000000312906869,Rue Daval,2599,16,"",75111,75011,"","",653836.9,6861812.4,Paris 11e Arrondissement,75111_2599J,,48.854695,2.370866
ADRNIVX_0000000312906868,Rue Daval,2599,16,"",75111,75011,"","",653836.9,6861812.4,Paris 11e Arrondissement,75111_2599J,,48.854695,2.370866
ADRNIVX_0000000270778440,Rue Daval,2599,16,"",75111,75011,"","",653836.9,6861812.4,Paris 11e Arrondissement,75111_2599J,,48.854695,2.370866
ADRNIVX_0000000270777612,Rue Daval,2599,17,"",75111,75011,"","",653839.3,6861827.4,Paris 11e Arrondissement,75111_2599J,,48.854830,2.370897
ADRNIVX_0000000270778441,Rue Daval,2599,18,"",75111,75011,"","",653849.3,6861798.6,Paris 11e Arrondissement,75111_2599J,,48.854572,2.371037
ADRNIVX_0000000270778442,Rue Daval,2599,19,"",75111,75011,"","",653845.3,6861820.5,Paris 11e Arrondissement,75111_2599J,,48.854769,2.370980
ADRNIVX_0000000270778429,Rue Daval,2599,20,"",75111,75011,"","",653862.2,6861783.6,Paris 11e Arrondissement,75111_2599J,,48.854438,2.371214
ADRNIVX_0000000270778430,Rue Daval,2599,21,"",75111,75011,"","",653855.8,6861808.5,Paris 11e Arrondissement,75111_2599J,,48.854662,2.371124
ADRNIVX_0000000270778431,Rue Daval,2599,23,"",75111,75011,"","",653867.7,6861792.2,Paris 11e Arrondissement,75111_2599J,,48.854516,2.371288
ADRNIVX_0000000270752676,Rue Deguerry,2647,1,"",75111,75011,"","",653967.9,6863341.5,Paris 11e Arrondissement,75111_2647L,,48.868456,2.372486
ADRNIVX_0000000270751671,Rue Deguerry,2647,1,BIS,75111,75011,"","",654029.1,6863375.7,Paris 11e Arrondissement,75111_2647L,,48.868768,2.373316
ADRNIVX_0000000270751675,Rue Deguerry,2647,10,"",75111,75011,"","",654049.9,6863373.2,Paris 11e Arrondissement,75111_2647L,,48.868747,2.373600
ADRNIVX_0000000270751666,Rue Deguerry,2647,12,"",75111,75011,"","",654061.8,6863381.1,Paris 11e Arrondissement,75111_2647L,,48.868819,2.373762
ADRNIVX_0000000270751667,Rue Deguerry,2647,14,"",75111,75011,"","",654073.9,6863389.2,Paris 11e Arrondissement,75111_2647L,,48.868892,2.373926
ADRNIVX_0000000270751668,Rue Deguerry,2647,16,"",75111,75011,"","",654088.3,6863398.8,Paris 11e Arrondissement,75111_2647L,,48.868980,2.374121
ADRNIVX_0000000270752677,Rue Deguerry,2647,2,"",75111,75011,"","",653960.9,6863329.1,Paris 11e Arrondissement,75111_2647L,,48.868344,2.372392
ADRNIVX_0000000270752678,Rue Deguerry,2647,6,"",75111,75011,"","",654007.9,6863348.1,Paris 11e Arrondissement,75111_2647L,,48.868518,2.373030
ADRNIVX_0000000270751673,Rue Deguerry,2647,8,BIS,75111,75011,"","",654035.9,6863363.5,Paris 11e Arrondissement,75111_2647L,,48.868658,2.373410
ADRNIVX_0000000270751672,Rue Deguerry,2647,8,"",75111,75011,"","",654026,6863357.2,Paris 11e Arrondissement,75111_2647L,,48.868601,2.373276
ADRNIVX_0000000270748659,Rue Desargues,2716,1,"",75111,75011,"","",654233.1,6863516.2,Paris 11e Arrondissement,75111_2716L,,48.870046,2.376082
ADRNIVX_0000000270750626,Rue Desargues,2716,10,"",75111,75011,"","",654263.5,6863436,Paris 11e Arrondissement,75111_2716L,,48.869327,2.376505
ADRNIVX_0000000270750627,Rue Desargues,2716,11,"",75111,75011,"","",654265,6863458.3,Paris 11e Arrondissement,75111_2716L,,48.869527,2.376523
ADRNIVX_0000000270751645,Rue Desargues,2716,12,"",75111,75011,"","",654272.5,6863424,Paris 11e Arrondissement,75111_2716L,,48.869219,2.376629
ADRNIVX_0000000270750628,Rue Desargues,2716,13,"",75111,75011,"","",654271.3,6863446.8,Paris 11e Arrondissement,75111_2716L,,48.869424,2.376610
ADRNIVX_0000000330306560,Rue Desargues,2716,14,"",75111,75011,"","",654274.5,6863420.7,Paris 11e Arrondissement,75111_2716L,,48.869190,2.376657
ADRNIVX_0000000270750629,Rue Desargues,2716,15,"",75111,75011,"","",654278.9,6863436.4,Paris 11e Arrondissement,75111_2716L,,48.869331,2.376715
ADRNIVX_0000000330306561,Rue Desargues,2716,16,"",75111,75011,"","",654276.5,6863416.9,Paris 11e Arrondissement,75111_2716L,,48.869156,2.376684
ADRNIVX_0000000270750630,Rue Desargues,2716,17,"",75111,75011,"","",654284.4,6863426.4,Paris 11e Arrondissement,75111_2716L,,48.869242,2.376791
ADRNIVX_0000000330306562,Rue Desargues,2716,18,"",75111,75011,"","",654278.5,6863413.2,Paris 11e Arrondissement,75111_2716L,,48.869123,2.376712
ADRNIVX_0000000270750631,Rue Desargues,2716,19,"",75111,75011,"","",654290.4,6863412.1,Paris 11e Arrondissement,75111_2716L,,48.869114,2.376874
ADRNIVX_0000000270748660,Rue Desargues,2716,2,"",75111,75011,"","",654225,6863512.5,Paris 11e Arrondissement,75111_2716L,,48.870012,2.375972
ADRNIVX_0000000270749621,Rue Desargues,2716,4,"",75111,75011,"","",654232.2,6863499.4,Paris 11e Arrondissement,75111_2716L,,48.869895,2.376072
ADRNIVX_0000000270749622,Rue Desargues,2716,5,"",75111,75011,"","",654245.9,6863493,Paris 11e Arrondissement,75111_2716L,,48.869838,2.376259
ADRNIVX_0000000270749623,Rue Desargues,2716,6,"",75111,75011,"","",654247.6,6863465.9,Paris 11e Arrondissement,75111_2716L,,48.869594,2.376285
ADRNIVX_0000000311435901,Rue Desargues,2716,7,"",75111,75011,"","",654255.7,6863478.8,Paris 11e Arrondissement,75111_2716L,,48.869711,2.376394
ADRNIVX_0000000270750636,Rue Desargues,2716,8,"",75111,75011,"","",654257.3,6863448.4,Paris 11e Arrondissement,75111_2716L,,48.869438,2.376419
ADRNIVX_0000000270749625,Rue Desargues,2716,9,"",75111,75011,"","",654258.6,6863469.9,Paris 11e Arrondissement,75111_2716L,,48.869631,2.376435
ADRNIVX_0000000270758631,Rue Dranem,2926,10,"",75111,75011,"","",654563.3,6863021.2,Paris 11e Arrondissement,75111_2926P,,48.865618,2.380636
ADRNIVX_0000000270758635,Rue Dranem,2926,2,"",75111,75011,"","",654507.7,6863002,Paris 11e Arrondissement,75111_2926P,,48.865441,2.379881
ADRNIVX_0000000270758626,Rue Dranem,2926,3,"",75111,75011,"","",654523.3,6863023.7,Paris 11e Arrondissement,75111_2926P,,48.865637,2.380091
ADRNIVX_0000000270758627,Rue Dranem,2926,4,"",75111,75011,"","",654528.1,6863005.4,Paris 11e Arrondissement,75111_2926P,,48.865473,2.380158
ADRNIVX_0000000270758628,Rue Dranem,2926,5,"",75111,75011,"","",654545,6863025.6,Paris 11e Arrondissement,75111_2926P,,48.865656,2.380386
ADRNIVX_0000000270758629,Rue Dranem,2926,6,"",75111,75011,"","",654536.3,6863011.5,Paris 11e Arrondissement,75111_2926P,,48.865528,2.380269
ADRNIVX_0000000270759576,Rue Dranem,2926,7,"",75111,75011,"","",654548.2,6863034.7,Paris 11e Arrondissement,75111_2926P,,48.865738,2.380429
ADRNIVX_0000000270758630,Rue Dranem,2926,8,"",75111,75011,"","",654552.5,6863016.6,Paris 11e Arrondissement,75111_2926P,,48.865575,2.380490
ADRNIVX_0000000270763617,Cité Dupont,3008,10,"",75111,75011,"","",654560.1,6862698.4,Paris 11e Arrondissement,75111_3008D,,48.862714,2.380627
ADRNIVX_0000000270763619,Cité Dupont,3008,11,BIS,75111,75011,"","",654537.2,6862695.1,Paris 11e Arrondissement,75111_3008D,,48.862683,2.380315
ADRNIVX_0000000270763618,Cité Dupont,3008,11,"",75111,75011,"","",654555.2,6862705.5,Paris 11e Arrondissement,75111_3008D,,48.862778,2.380560
ADRNIVX_0000000270763620,Cité Dupont,3008,12,"",75111,75011,"","",654564.5,6862701.5,Paris 11e Arrondissement,75111_3008D,,48.862743,2.380687
ADRNIVX_0000000340086823,Cité Dupont,3008,13,"",75111,75011,"","",654566.8,6862712.7,Paris 11e Arrondissement,75111_3008D,,48.862844,2.380717
ADRNIVX_0000000270763622,Cité Dupont,3008,14,"",75111,75011,"","",654570.4,6862705.4,Paris 11e Arrondissement,75111_3008D,,48.862778,2.380767
ADRNIVX_0000000270763606,Cité Dupont,3008,15,"",75111,75011,"","",654580.3,6862721.1,Paris 11e Arrondissement,75111_3008D,,48.862920,2.380900
ADRNIVX_0000000270763607,Cité Dupont,3008,16,"",75111,75011,"","",654578.3,6862710.4,Paris 11e Arrondissement,75111_3008D,,48.862824,2.380874
ADRNIVX_0000000270763608,Cité Dupont,3008,17,"",75111,75011,"","",654590.1,6862727.6,Paris 11e Arrondissement,75111_3008D,,48.862979,2.381033
ADRNIVX_0000000270763609,Cité Dupont,3008,18,"",75111,75011,"","",654587.5,6862716.4,Paris 11e Arrondissement,75111_3008D,,48.862878,2.380999
ADRNIVX_0000000270763610,Cité Dupont,3008,19,"",75111,75011,"","",654599.5,6862734.5,Paris 11e Arrondissement,75111_3008D,,48.863042,2.381160
ADRNIVX_0000000270764270,Cité Dupont,3008,2,"",75111,75011,"","",654514.1,6862670.1,Paris 11e Arrondissement,75111_3008D,,48.862457,2.380003
ADRNIVX_0000000270763611,Cité Dupont,3008,20,"",75111,75011,"","",654599.6,6862725,Paris 11e Arrondissement,75111_3008D,,48.862956,2.381163
ADRNIVX_0000000270763612,Cité Dupont,3008,21,"",75111,75011,"","",654605.8,6862738.7,Paris 11e Arrondissement,75111_3008D,,48.863080,2.381246
ADRNIVX_0000000270763613,Cité Dupont,3008,22,"",75111,75011,"","",654602.3,6862725.7,Paris 11e Arrondissement,75111_3008D,,48.862963,2.381199
